Station_ID,Company,Location,Availability,Charging_Type,Cost_per_kWh,Distance_km,Battery_Type,SOC_%,SOH_%,Cycle_Count,Range_km,Charging_Status,Charging_Speed_kW,Time_Remaining_min,Overcharge_Alert,Temperature_Alert,Tampering_Alert,Energy_Consumption_kWh_per_km,Motor_Usage_%,HVAC_Usage_%,Electronics_Usage_%,Battery_Temp_C,Coolant_Inlet_C,Coolant_Outlet_C,Coolant_Flow_L_min,Fan_Speed_RPM,Ambient_Temp_C,Thermal_Runaway_Risk,Error_Code
ST09317,Electrify America,Bangalore,Occupied,Fast,25.05,11.33,LFP,3,100,1326,335,Plugged In,232,117,No,High,Yes,0.117,66,17,17,29,15,50,4.92,1559,29,Medium,None
ST09318,Ionity,Mumbai,Occupied,Ordinary,23.91,5.24,LFP,86,98,1364,437,Idle,24,84,No,Low,Yes,0.235,51,21,7,16,40,44,3.75,1099,34,Medium,E202
ST09319,Ionity,Hyderabad,Available,Ordinary,15.47,25.25,NMC,28,81,737,412,Idle,136,61,No,High,Yes,0.13,56,10,9,35,18,22,2.99,2278,43,Low,E202
ST09320,Tata Power,Pune,Available,Ordinary,8.0,49.27,NMC,8,94,518,176,Charging,193,93,No,Normal,No,0.174,60,24,20,20,40,33,2.48,2110,30,High,E303
ST09321,BP Pulse,Hyderabad,Occupied,Ordinary,23.2,9.62,LFP,78,89,66,324,Idle,21,88,No,High,Yes,0.223,43,8,20,42,27,28,1.51,3913,37,Medium,E404
ST09322,Electrify America,Pune,Occupied,Fast,26.96,35.06,NMC,58,78,956,438,Fast Charging,202,111,No,High,No,0.275,62,11,9,54,27,32,2.58,2719,23,Medium,E202
ST09323,Electrify America,Hyderabad,Available,Fast,25.15,16.09,LFP,60,73,1181,459,Fast Charging,25,13,No,Low,Yes,0.111,50,20,12,48,21,37,1.55,1730,22,Low,E404
ST09324,Fortum,Hyderabad,Occupied,Ordinary,20.75,26.15,Lithium-ion,51,79,1180,316,Plugged In,153,78,No,Normal,Yes,0.116,40,18,19,31,36,20,4.09,2311,38,Medium,E101
ST09325,Tata Power,Delhi,Occupied,Fast,15.48,39.4,Lithium-ion,63,75,1189,91,Fast Charging,51,23,Yes,Low,Yes,0.215,45,16,7,41,41,50,3.4,1312,43,Low,E303
ST09326,ChargeZone,Ahmedabad,Available,Fast,19.68,45.28,LFP,48,86,1244,263,Plugged In,189,93,Yes,Normal,Yes,0.147,41,8,5,48,38,49,3.67,3379,11,High,None
ST09327,Tata Power,Hyderabad,Available,Ordinary,26.62,45.42,Lithium-ion,41,71,1232,94,Charging,247,82,No,Normal,Yes,0.24,44,16,7,39,17,49,3.98,1927,39,Low,E101
ST09328,Tata Power,Hyderabad,Available,Fast,25.23,37.25,LFP,84,88,1147,302,Fast Charging,134,25,Yes,Low,No,0.11,66,9,7,52,15,24,4.7,4353,45,High,E404
ST09329,Tata Power,Ahmedabad,Available,Fast,13.3,8.25,LFP,65,91,1121,95,Idle,93,25,Yes,Normal,No,0.14,64,5,16,35,34,32,3.58,3621,45,Low,E202
ST09330,Ionity,Chennai,Occupied,Ordinary,14.6,4.3,NMC,59,86,733,340,Charging,92,119,Yes,Normal,No,0.276,45,12,6,33,16,39,2.01,3974,41,Low,None
ST09331,Tata Power,Ahmedabad,Available,Ordinary,26.66,1.12,NMC,12,92,202,239,Plugged In,228,42,No,Low,Yes,0.138,60,17,7,23,23,47,4.28,2343,21,Medium,E404
ST09332,BP Pulse,Chennai,Occupied,Fast,13.18,16.15,LFP,98,85,1412,398,Fast Charging,10,79,Yes,Low,No,0.134,69,18,14,43,35,34,1.75,2912,22,High,None
ST09333,Tata Power,Pune,Available,Ordinary,19.69,6.51,LFP,69,92,774,333,Plugged In,189,93,No,Low,Yes,0.117,56,25,18,33,31,49,2.11,4390,29,Low,E404
ST09334,ChargeZone,Ahmedabad,Available,Ordinary,23.27,16.46,Lithium-ion,11,87,1198,437,Plugged In,227,114,No,High,Yes,0.157,47,6,6,31,33,28,1.52,1050,39,High,E101
ST09335,Tata Power,Ahmedabad,Available,Fast,10.34,37.3,NMC,13,84,730,405,Charging,30,69,No,Low,No,0.195,58,14,15,16,15,24,2.44,1447,42,High,E303
ST09336,ChargeZone,Bangalore,Available,Fast,21.86,0.8,Lithium-ion,30,96,1488,421,Fast Charging,32,106,Yes,Low,No,0.264,54,21,20,31,21,24,2.25,4879,37,Low,E404
ST09337,Electrify America,Delhi,Occupied,Ordinary,25.49,32.75,NMC,87,86,1227,90,Idle,223,30,Yes,High,Yes,0.167,48,25,5,50,27,34,4.87,1594,30,Low,E101
ST09338,Ionity,Bangalore,Available,Ordinary,22.28,2.97,LFP,17,74,750,175,Plugged In,180,69,No,Normal,Yes,0.287,69,9,14,22,17,20,4.4,2347,12,High,E404
ST09339,BP Pulse,Hyderabad,Available,Fast,9.38,22.08,NMC,23,97,1001,126,Idle,61,110,Yes,High,Yes,0.205,66,14,19,33,25,47,3.89,3635,23,Medium,None
ST09340,Electrify America,Chennai,Occupied,Ordinary,6.49,18.41,Lithium-ion,12,77,1063,110,Idle,188,101,Yes,Normal,Yes,0.246,47,12,11,55,39,47,1.01,2298,30,Medium,E404
ST09341,BP Pulse,Ahmedabad,Available,Fast,8.69,10.35,Lithium-ion,96,72,159,308,Fast Charging,47,9,No,Low,No,0.255,60,15,7,52,36,26,3.36,3477,29,High,E101
ST09342,ChargeZone,Hyderabad,Available,Ordinary,27.2,33.34,LFP,29,98,867,119,Plugged In,234,105,Yes,Low,No,0.281,45,5,11,32,17,35,3.59,2695,42,High,E101
ST09343,Electrify America,Mumbai,Available,Fast,11.78,6.3,LFP,47,87,458,259,Idle,17,74,No,High,No,0.215,56,5,7,18,38,20,2.63,1260,39,High,None
ST09344,BP Pulse,Hyderabad,Occupied,Fast,28.86,24.98,Lithium-ion,92,82,101,103,Plugged In,183,16,Yes,Normal,No,0.266,69,9,17,23,41,30,4.05,2048,39,Medium,E404
ST09345,Ionity,Bangalore,Available,Fast,7.0,32.27,NMC,65,91,588,105,Plugged In,164,57,No,Normal,Yes,0.201,58,23,10,31,45,39,4.98,4317,28,Medium,E303
ST09346,ChargeZone,Mumbai,Available,Fast,22.59,14.16,NMC,47,71,1224,469,Fast Charging,4,113,Yes,Normal,No,0.267,55,20,8,38,41,45,2.56,4022,14,High,None
ST09347,ChargeZone,Delhi,Occupied,Ordinary,28.97,12.93,NMC,78,72,1474,307,Fast Charging,247,76,Yes,High,Yes,0.228,56,10,5,26,15,45,4.79,1951,45,High,E404
ST09348,Tata Power,Chennai,Available,Ordinary,14.83,25.8,NMC,77,97,1075,322,Idle,184,119,Yes,Normal,Yes,0.156,42,11,19,51,19,48,4.04,4873,44,Medium,E404
ST09349,Tata Power,Chennai,Available,Ordinary,28.35,45.38,LFP,43,71,854,456,Charging,65,76,Yes,Low,Yes,0.241,51,15,16,28,17,25,3.43,1000,33,High,E404
ST09350,Ionity,Delhi,Available,Fast,5.66,2.4,NMC,28,100,193,344,Charging,76,59,Yes,Normal,Yes,0.105,54,13,11,43,27,21,1.05,3630,38,High,E202
ST09351,Electrify America,Bangalore,Occupied,Fast,19.39,22.27,NMC,31,96,1423,95,Plugged In,135,120,Yes,Normal,No,0.211,54,24,19,47,18,48,3.07,1019,13,Medium,E101
ST09352,Tata Power,Kolkata,Occupied,Ordinary,12.27,29.08,Lithium-ion,14,87,781,86,Idle,227,17,No,Low,Yes,0.104,51,18,11,18,29,31,1.77,1035,34,High,None
ST09353,Electrify America,Ahmedabad,Available,Ordinary,22.05,21.31,NMC,49,95,339,72,Charging,208,100,Yes,Low,Yes,0.169,42,12,6,37,22,20,4.33,2472,24,High,E303
ST09354,Fortum,Chennai,Occupied,Ordinary,16.22,31.31,LFP,60,77,717,266,Plugged In,150,54,No,High,Yes,0.118,53,9,8,53,41,42,4.27,1668,42,Low,None
ST09355,Ionity,Chennai,Occupied,Ordinary,12.77,35.39,LFP,30,84,599,59,Plugged In,6,76,Yes,Low,No,0.265,49,19,9,20,20,47,3.87,1336,41,Low,E303
ST09356,Ionity,Delhi,Available,Ordinary,18.17,40.19,Lithium-ion,13,97,965,71,Charging,149,92,Yes,Low,No,0.253,50,16,15,21,40,43,4.96,2088,22,High,None
ST09357,BP Pulse,Mumbai,Occupied,Ordinary,21.03,28.01,LFP,82,77,1372,230,Idle,192,45,Yes,Low,Yes,0.275,51,21,19,15,26,45,3.2,2483,21,High,E404
ST09358,ChargeZone,Hyderabad,Available,Fast,24.36,17.73,LFP,54,81,1314,266,Fast Charging,84,35,No,Normal,Yes,0.119,54,19,8,24,29,34,4.62,4930,38,High,E404
ST09359,Fortum,Chennai,Available,Ordinary,12.66,25.17,LFP,76,84,1307,292,Fast Charging,167,46,Yes,Normal,No,0.236,45,8,6,38,43,32,1.71,3988,12,Low,None
ST09360,ChargeZone,Chennai,Available,Ordinary,13.8,7.55,LFP,36,84,1248,114,Fast Charging,13,29,No,Low,Yes,0.203,42,23,15,40,30,45,1.85,1304,22,High,E101
ST09361,Ionity,Pune,Occupied,Fast,15.34,24.82,LFP,80,80,1100,204,Fast Charging,18,32,No,High,Yes,0.299,53,6,14,24,37,43,2.46,1439,22,Low,E101
ST09362,Fortum,Pune,Occupied,Fast,28.5,42.76,LFP,20,85,658,120,Idle,246,103,Yes,Low,No,0.26,43,12,13,51,32,28,4.54,1199,29,Low,E202
ST09363,Fortum,Mumbai,Available,Ordinary,10.1,1.85,Lithium-ion,72,75,1385,246,Fast Charging,222,22,No,Low,No,0.24,50,13,20,18,40,27,2.84,1789,12,High,E202
ST09364,BP Pulse,Ahmedabad,Available,Fast,20.13,11.01,NMC,68,72,440,328,Idle,216,95,Yes,Low,No,0.162,51,15,20,30,26,35,4.5,4170,36,Medium,None
ST09365,BP Pulse,Delhi,Occupied,Ordinary,21.72,32.11,NMC,17,86,986,178,Charging,68,73,No,Normal,Yes,0.214,53,9,14,30,26,45,3.84,4528,32,High,E404
ST09366,BP Pulse,Delhi,Available,Fast,25.82,1.55,NMC,75,75,1028,495,Idle,3,41,No,Low,Yes,0.145,56,9,9,20,28,37,3.86,2378,17,Low,E303
ST09367,Electrify America,Hyderabad,Available,Ordinary,15.29,8.21,NMC,55,83,640,124,Charging,88,104,Yes,Low,Yes,0.288,46,24,19,50,35,24,3.17,1382,19,Medium,E202
ST09368,Tata Power,Hyderabad,Available,Ordinary,16.17,39.97,NMC,52,73,751,234,Fast Charging,214,45,No,Low,Yes,0.288,53,25,20,34,37,30,3.05,4472,30,High,None
ST09369,BP Pulse,Kolkata,Available,Fast,11.88,17.14,Lithium-ion,3,77,953,77,Charging,135,99,No,Low,No,0.277,44,13,17,20,37,28,1.15,2788,14,Medium,None
ST09370,Tata Power,Hyderabad,Occupied,Ordinary,24.01,41.28,NMC,97,85,600,216,Charging,204,28,No,High,No,0.144,42,17,13,38,17,38,1.3,4886,26,High,E101
ST09371,BP Pulse,Ahmedabad,Available,Fast,16.52,49.98,NMC,83,98,1276,255,Fast Charging,47,102,No,High,No,0.128,69,12,17,25,36,20,2.99,2352,23,Low,E404
ST09372,BP Pulse,Delhi,Occupied,Fast,27.14,1.66,NMC,4,82,1410,129,Fast Charging,204,38,No,High,No,0.169,60,25,18,25,35,29,2.1,2012,13,Medium,E101
ST09373,BP Pulse,Pune,Available,Fast,7.74,2.39,Lithium-ion,2,94,1350,465,Plugged In,151,81,No,Low,No,0.127,43,22,14,17,18,20,3.12,3552,31,Low,None
ST09374,Ionity,Bangalore,Available,Fast,10.08,43.98,LFP,59,89,337,459,Idle,27,119,Yes,Normal,Yes,0.138,42,8,14,17,29,34,1.99,3986,19,High,E303
ST09375,Electrify America,Mumbai,Available,Fast,16.9,12.71,Lithium-ion,30,89,965,482,Fast Charging,101,97,Yes,Low,No,0.112,52,7,12,51,31,24,1.21,4260,28,Low,None
ST09376,ChargeZone,Mumbai,Occupied,Ordinary,15.92,2.31,Lithium-ion,22,86,406,199,Plugged In,154,102,No,Low,Yes,0.247,51,25,11,52,27,25,3.7,3529,17,Medium,E202
ST09377,Tata Power,Chennai,Occupied,Ordinary,6.08,10.28,Lithium-ion,44,100,351,305,Plugged In,63,105,No,High,No,0.189,56,6,19,22,23,31,2.74,3924,42,Medium,E404
ST09378,Fortum,Delhi,Available,Ordinary,14.75,1.03,NMC,84,98,1054,56,Plugged In,192,101,No,Normal,Yes,0.196,61,5,19,42,37,49,4.06,2704,24,High,E404
ST09379,BP Pulse,Pune,Occupied,Ordinary,16.25,8.35,LFP,49,92,130,251,Charging,201,120,No,Normal,No,0.161,53,6,17,54,28,26,4.14,4073,30,Low,E303
ST09380,Fortum,Bangalore,Available,Fast,6.8,44.05,Lithium-ion,49,89,208,348,Fast Charging,189,28,No,High,No,0.204,46,11,19,18,31,37,4.63,1847,14,Low,E404
ST09381,Electrify America,Mumbai,Available,Ordinary,17.48,9.01,LFP,62,73,1126,135,Plugged In,70,42,No,Low,Yes,0.197,57,11,12,34,36,34,3.87,2790,24,Medium,E404
ST09382,Ionity,Pune,Available,Ordinary,8.72,40.2,LFP,19,91,199,194,Fast Charging,221,75,Yes,Normal,No,0.194,46,11,9,47,34,21,2.24,2867,23,Low,E202
ST09383,Tata Power,Kolkata,Available,Fast,8.66,41.52,LFP,40,82,286,391,Idle,244,114,No,High,Yes,0.166,46,19,5,46,18,23,2.35,2111,27,High,E303
ST09384,BP Pulse,Delhi,Available,Fast,14.26,40.57,Lithium-ion,53,75,811,367,Fast Charging,207,8,No,Low,No,0.131,51,14,13,32,21,45,1.18,1202,42,High,E101
ST09385,Tata Power,Kolkata,Occupied,Ordinary,7.85,35.32,LFP,82,88,637,323,Fast Charging,193,113,Yes,Low,Yes,0.183,66,9,11,35,43,24,2.03,2486,27,Medium,E404
ST09386,Fortum,Hyderabad,Available,Fast,23.23,0.64,LFP,47,85,1092,232,Charging,144,109,Yes,Low,Yes,0.24,64,6,14,32,23,39,2.86,4068,39,Low,E404
ST09387,Fortum,Delhi,Occupied,Fast,28.24,37.58,Lithium-ion,53,87,1139,72,Charging,195,114,No,Low,No,0.2,63,25,10,27,23,48,1.61,2043,26,Low,E202
ST09388,Electrify America,Bangalore,Occupied,Fast,16.23,17.28,Lithium-ion,79,89,254,251,Plugged In,223,111,No,Normal,Yes,0.274,60,12,14,45,27,48,4.04,3960,31,Low,E202
ST09389,BP Pulse,Chennai,Available,Fast,5.41,18.83,LFP,42,91,864,155,Plugged In,135,115,Yes,Low,Yes,0.148,42,13,19,37,17,49,2.23,2565,20,Medium,E303
ST09390,Fortum,Chennai,Available,Fast,12.35,37.09,Lithium-ion,40,70,1017,479,Charging,32,6,Yes,Low,No,0.216,45,5,7,21,29,41,4.8,3926,16,Medium,E404
ST09391,Tata Power,Delhi,Available,Fast,8.48,45.64,Lithium-ion,93,79,287,403,Charging,211,72,No,Low,No,0.105,48,13,6,15,28,24,2.49,2298,40,Medium,E303
ST09392,ChargeZone,Mumbai,Occupied,Fast,12.22,6.82,NMC,54,77,1094,335,Plugged In,153,14,No,Low,Yes,0.278,45,13,17,26,36,39,4.35,4634,14,Medium,E303
ST09393,Tata Power,Pune,Occupied,Ordinary,18.87,6.6,LFP,41,80,931,169,Idle,35,23,Yes,Normal,No,0.163,49,19,14,21,28,35,1.88,1614,30,High,E101
ST09394,Electrify America,Ahmedabad,Available,Ordinary,8.77,13.21,NMC,53,87,832,120,Charging,52,19,No,Low,Yes,0.273,50,6,18,53,43,50,4.93,2424,16,Medium,E404
ST09395,BP Pulse,Mumbai,Occupied,Ordinary,16.73,17.31,Lithium-ion,1,77,1461,471,Charging,137,63,Yes,Normal,No,0.105,57,14,6,45,34,41,2.39,1467,10,Medium,None
ST09396,Fortum,Hyderabad,Occupied,Fast,20.23,12.22,LFP,36,78,609,415,Plugged In,230,66,Yes,High,Yes,0.126,55,16,12,41,40,25,3.0,2347,20,Medium,E303
ST09397,BP Pulse,Mumbai,Occupied,Fast,12.5,33.83,Lithium-ion,23,95,405,209,Fast Charging,97,13,Yes,Normal,No,0.111,42,21,7,22,29,35,3.77,2262,27,High,E202
ST09398,Electrify America,Ahmedabad,Available,Ordinary,11.99,11.25,LFP,48,78,191,220,Fast Charging,229,114,No,Normal,Yes,0.1,65,21,13,23,33,40,4.19,4109,20,High,E303
ST09399,Fortum,Mumbai,Occupied,Fast,11.26,17.37,NMC,10,76,691,382,Fast Charging,27,56,No,High,No,0.102,48,20,11,50,26,34,4.88,2143,35,Low,E303
ST09400,Ionity,Chennai,Occupied,Fast,14.39,11.78,LFP,95,96,1224,259,Fast Charging,147,47,Yes,Normal,Yes,0.139,65,21,13,20,34,40,4.74,2329,36,Medium,E202
ST09401,ChargeZone,Kolkata,Occupied,Fast,5.13,15.93,LFP,10,89,1104,395,Charging,215,23,No,Normal,No,0.279,70,24,14,49,32,36,3.4,3537,44,Low,None
ST09402,Ionity,Hyderabad,Available,Fast,9.26,26.48,LFP,65,77,655,235,Plugged In,117,85,No,Low,No,0.173,40,16,20,31,18,32,1.36,4611,15,Low,E202
ST09403,Fortum,Delhi,Occupied,Fast,10.04,40.04,LFP,86,97,699,370,Plugged In,214,40,No,High,No,0.244,53,15,8,44,33,45,1.54,2473,13,Medium,E303
ST09404,Fortum,Pune,Available,Ordinary,28.99,30.26,Lithium-ion,58,75,585,103,Idle,141,118,No,Normal,Yes,0.229,65,20,9,17,42,50,3.64,2363,13,High,E101
ST09405,Electrify America,Chennai,Available,Ordinary,24.37,40.37,Lithium-ion,8,81,969,210,Fast Charging,191,81,No,High,No,0.225,61,14,7,41,21,47,3.9,4292,19,Medium,E101
ST09406,Tata Power,Hyderabad,Occupied,Fast,13.69,47.74,LFP,65,85,234,248,Charging,148,69,No,Normal,No,0.174,64,7,5,33,44,43,2.66,2594,17,Low,E404
ST09407,Ionity,Delhi,Occupied,Ordinary,28.24,29.83,Lithium-ion,98,97,472,465,Plugged In,17,112,No,High,No,0.174,60,11,11,17,15,22,2.01,2083,28,Medium,E303
ST09408,Fortum,Mumbai,Available,Ordinary,19.11,44.77,LFP,65,80,1385,416,Idle,165,77,Yes,Normal,No,0.203,64,15,18,30,31,36,4.31,1649,16,Low,None
ST09409,Electrify America,Pune,Occupied,Ordinary,7.83,47.73,NMC,38,74,578,470,Charging,133,55,Yes,High,Yes,0.207,49,15,5,38,27,45,2.15,1004,26,Medium,E404
ST09410,ChargeZone,Pune,Occupied,Ordinary,11.01,2.88,Lithium-ion,46,95,1455,465,Fast Charging,59,34,No,Low,Yes,0.163,41,5,14,53,45,39,3.8,2874,17,Medium,E303
ST09411,Ionity,Kolkata,Occupied,Fast,16.59,30.01,NMC,81,96,1357,131,Charging,67,17,Yes,Low,No,0.12,67,14,19,36,26,30,2.39,1764,10,High,None
ST09412,Tata Power,Chennai,Occupied,Ordinary,23.36,13.57,Lithium-ion,85,75,1142,469,Charging,128,95,Yes,Low,Yes,0.235,59,18,11,21,39,30,4.83,1252,29,Medium,None
ST09413,Tata Power,Delhi,Available,Fast,29.79,9.16,NMC,59,72,841,205,Charging,99,91,No,Normal,No,0.183,68,22,14,31,18,28,4.91,4477,16,High,None
ST09414,ChargeZone,Pune,Available,Ordinary,14.92,25.02,LFP,79,92,733,437,Plugged In,134,46,Yes,Normal,No,0.264,57,24,16,34,33,20,1.6,2538,33,High,E101
ST09415,Ionity,Bangalore,Occupied,Fast,28.77,10.8,Lithium-ion,3,77,551,400,Charging,237,81,No,High,Yes,0.14,57,8,7,40,17,29,4.79,1130,36,Low,E303
ST09416,Ionity,Ahmedabad,Available,Ordinary,26.56,40.68,NMC,52,74,946,86,Charging,29,93,Yes,Normal,No,0.177,49,13,17,30,34,42,2.62,1086,19,High,E303
ST09417,Electrify America,Pune,Occupied,Ordinary,15.08,40.12,Lithium-ion,16,99,1312,93,Fast Charging,135,105,No,High,No,0.298,62,14,12,22,22,23,1.21,1150,30,Medium,E101
ST09418,Ionity,Ahmedabad,Occupied,Ordinary,25.01,20.54,Lithium-ion,93,83,1262,358,Plugged In,235,8,Yes,Normal,No,0.2,59,25,11,44,42,27,2.15,3956,18,Medium,E202
ST09419,Tata Power,Pune,Available,Ordinary,22.33,30.94,LFP,42,89,515,330,Fast Charging,71,38,Yes,Low,No,0.26,56,7,17,22,23,48,1.39,2873,27,Low,None
ST09420,Electrify America,Pune,Occupied,Ordinary,23.41,12.48,LFP,35,92,676,356,Plugged In,210,80,Yes,Low,Yes,0.229,45,25,5,54,29,43,2.26,2630,44,Low,None
ST09421,ChargeZone,Pune,Occupied,Fast,19.34,6.56,NMC,29,78,986,100,Idle,208,37,Yes,Low,No,0.139,44,7,12,27,24,34,1.75,2596,15,Low,E101
ST09422,Electrify America,Chennai,Occupied,Fast,9.88,21.47,Lithium-ion,45,94,869,345,Charging,248,7,No,Low,Yes,0.102,40,19,18,36,41,40,4.09,2708,41,High,E101
ST09423,Fortum,Bangalore,Occupied,Ordinary,23.12,22.46,Lithium-ion,15,79,859,106,Plugged In,103,27,Yes,High,No,0.164,40,23,20,44,23,50,1.04,4017,26,Medium,E303
ST09424,Electrify America,Kolkata,Occupied,Fast,25.05,19.6,LFP,66,70,923,227,Charging,36,23,Yes,Normal,Yes,0.215,56,17,14,30,37,31,3.37,4197,32,High,None
ST09425,Tata Power,Hyderabad,Occupied,Ordinary,11.52,29.6,NMC,79,95,544,332,Idle,229,43,Yes,Low,No,0.207,43,5,19,22,35,25,1.22,1695,41,Medium,E404
ST09426,Electrify America,Mumbai,Occupied,Ordinary,22.02,30.17,NMC,35,76,409,280,Charging,150,113,Yes,Normal,No,0.188,47,23,9,23,43,33,1.65,4562,42,High,E202
ST09427,Tata Power,Bangalore,Occupied,Ordinary,15.42,7.82,Lithium-ion,68,98,119,272,Plugged In,230,76,Yes,Normal,No,0.226,47,10,15,51,37,27,1.21,1350,32,High,E101
ST09428,ChargeZone,Delhi,Available,Ordinary,23.92,5.79,LFP,10,97,130,471,Charging,18,45,No,High,No,0.115,47,19,16,38,27,30,4.59,2958,33,Medium,None
ST09429,Electrify America,Ahmedabad,Available,Fast,15.43,35.98,NMC,78,90,784,448,Fast Charging,107,85,No,Normal,No,0.271,68,17,5,52,43,20,3.18,4870,25,High,None
ST09430,ChargeZone,Bangalore,Available,Ordinary,9.99,41.73,NMC,17,90,629,133,Idle,209,32,No,High,Yes,0.188,56,19,5,35,27,48,2.48,1035,43,Medium,E202
ST09431,Fortum,Ahmedabad,Occupied,Fast,27.15,34.22,NMC,31,76,751,353,Idle,44,66,Yes,High,Yes,0.194,44,22,5,46,45,28,2.65,1394,16,High,None
ST09432,BP Pulse,Kolkata,Occupied,Ordinary,21.06,20.55,LFP,76,90,251,488,Charging,187,36,No,Low,No,0.239,49,25,12,49,38,44,1.08,3360,24,Medium,E202
ST09433,BP Pulse,Kolkata,Occupied,Fast,26.57,36.45,Lithium-ion,5,92,1338,285,Charging,11,54,No,High,Yes,0.249,42,20,18,46,21,23,3.24,1073,14,Medium,E303
ST09434,Ionity,Pune,Occupied,Ordinary,15.5,43.46,Lithium-ion,42,71,408,177,Plugged In,226,21,Yes,High,Yes,0.161,40,23,10,38,15,23,1.06,3451,28,High,None
ST09435,Electrify America,Bangalore,Available,Fast,20.92,29.42,NMC,54,93,1432,440,Plugged In,124,25,No,Low,Yes,0.109,55,8,19,51,32,23,4.65,2846,33,High,E303
ST09436,Fortum,Bangalore,Occupied,Ordinary,12.74,23.32,NMC,36,100,100,297,Plugged In,70,44,Yes,Low,Yes,0.142,50,7,8,23,18,25,1.97,2013,20,Low,E202
ST09437,BP Pulse,Chennai,Available,Ordinary,11.51,28.85,LFP,66,81,276,295,Fast Charging,96,8,No,High,Yes,0.286,44,17,13,49,29,32,1.8,4753,12,High,E202
ST09438,Fortum,Mumbai,Available,Ordinary,9.33,7.12,Lithium-ion,73,77,871,396,Plugged In,43,14,Yes,Normal,Yes,0.293,41,12,16,42,38,36,4.36,4463,45,Low,E101
ST09439,Electrify America,Kolkata,Occupied,Ordinary,13.35,3.41,Lithium-ion,71,93,643,395,Plugged In,103,58,No,High,Yes,0.242,50,9,16,53,33,46,4.46,4897,12,Low,E101
ST09440,Fortum,Kolkata,Occupied,Ordinary,7.88,22.23,NMC,54,74,261,191,Fast Charging,217,73,Yes,Low,Yes,0.225,43,16,17,32,43,32,4.05,4880,30,Medium,E101
ST09441,Electrify America,Delhi,Available,Fast,8.71,32.69,NMC,74,87,140,81,Charging,163,59,No,High,No,0.121,44,24,13,15,22,45,3.08,2573,37,Low,E303
ST09442,BP Pulse,Mumbai,Occupied,Ordinary,23.59,6.52,Lithium-ion,73,81,157,213,Charging,146,113,Yes,Low,No,0.28,42,23,12,38,38,47,4.89,4720,28,Low,E303
ST09443,Electrify America,Mumbai,Occupied,Ordinary,17.91,41.74,LFP,19,80,1097,287,Charging,213,120,Yes,Low,Yes,0.181,65,14,17,55,15,30,4.6,1460,18,High,E101
ST09444,Electrify America,Delhi,Available,Fast,24.27,16.12,LFP,32,70,984,359,Fast Charging,101,29,Yes,Low,Yes,0.249,59,25,13,42,35,49,3.87,4748,21,Low,E303
ST09445,ChargeZone,Delhi,Available,Fast,7.11,36.79,Lithium-ion,89,86,1075,304,Plugged In,174,103,Yes,Normal,Yes,0.194,42,16,20,19,40,30,2.24,1609,18,High,E404
ST09446,BP Pulse,Hyderabad,Occupied,Fast,21.85,0.52,LFP,8,83,633,193,Plugged In,235,26,No,High,No,0.139,41,12,8,27,43,23,4.2,1069,27,High,E303
ST09447,BP Pulse,Pune,Occupied,Fast,26.97,41.36,NMC,46,88,1430,430,Idle,48,51,Yes,Normal,Yes,0.221,52,23,9,33,21,35,4.34,4976,39,Medium,E303
ST09448,BP Pulse,Mumbai,Available,Ordinary,16.8,42.67,NMC,52,88,680,307,Plugged In,5,113,Yes,Normal,Yes,0.212,67,21,17,42,34,38,1.42,3553,15,High,E303
ST09449,Ionity,Pune,Available,Ordinary,26.58,43.09,NMC,85,72,1134,339,Idle,151,66,Yes,High,No,0.222,49,5,19,32,36,31,3.24,1158,14,Medium,E404
ST09450,Ionity,Mumbai,Available,Fast,29.99,44.55,Lithium-ion,73,71,319,333,Fast Charging,197,17,Yes,Low,No,0.223,70,6,17,33,18,29,4.79,2405,17,Low,E404
ST09451,Fortum,Pune,Available,Fast,23.83,28.12,LFP,71,89,1026,385,Charging,175,31,No,High,No,0.222,65,11,8,29,33,46,2.69,3071,12,Low,None
ST09452,BP Pulse,Mumbai,Occupied,Ordinary,19.71,44.4,NMC,22,81,558,363,Idle,190,118,No,Normal,No,0.3,69,22,8,50,17,32,1.11,2188,17,Medium,E303
ST09453,Fortum,Kolkata,Available,Ordinary,11.08,40.81,NMC,24,85,1181,458,Charging,140,23,No,Low,No,0.114,62,14,17,43,18,49,3.9,3807,38,High,None
ST09454,Tata Power,Chennai,Occupied,Ordinary,15.66,45.42,NMC,41,87,77,328,Plugged In,76,115,Yes,High,Yes,0.158,40,22,8,21,45,36,1.57,2443,17,Low,None
ST09455,Tata Power,Pune,Available,Fast,16.36,25.32,Lithium-ion,97,73,1019,475,Plugged In,44,43,Yes,Normal,No,0.17,52,12,15,20,15,29,2.35,4364,34,Low,E303
ST09456,BP Pulse,Delhi,Available,Fast,14.32,9.59,Lithium-ion,99,83,1343,220,Plugged In,49,56,No,High,No,0.23,43,13,13,32,19,43,4.33,4944,34,Low,E303
ST09457,ChargeZone,Ahmedabad,Available,Fast,26.85,46.48,NMC,95,88,1305,94,Charging,45,60,Yes,High,No,0.181,53,18,17,50,44,31,2.57,1652,29,Medium,None
ST09458,BP Pulse,Kolkata,Occupied,Ordinary,29.37,48.88,NMC,14,96,261,367,Idle,223,97,Yes,Low,Yes,0.135,65,8,6,21,30,32,1.89,3418,31,High,E404
